applied subject,year until now,GPA,current subject,is honor college,GMAT,GRE,english test exempted,TOFEL,IELTS,internship,result
Engineering - Chemical,7,2.21,Archaeology,0,0,194.75,0,0,7.51,0,0
Anthropology,3,2.74,Architecture and Built Environment,1,535.23,0,1,0,0,1,0
Sports-Related Subjects,10,3.71,Sports-Related Subjects,1,0,331.01,1,0,0,0,1
Sociology,9,3.37,Sociology,1,708.9,0,1,0,0,1,1
Architecture and Built Environment,7,3.48,Politics,1,739.04,337.31,0,111.55,0,1,1
Philosophy,0,3.84,Philosophy,1,777.4,0,1,0,0,0,1
Physics and Astronomy,5,2.35,Accounting and Finance,1,0,231.9,0,0,8.51,1,0
Marketing,9,3.16,Marketing,0,0,321.66,0,116.86,0,0,1
"Theology, Divinity and Religious Studies",1,2.81,Mathematics,0,378.93,0,1,0,0,0,1
"Theology, Divinity and Religious Studies",0,3.48,"Theology, Divinity and Religious Studies",1,730.55,0,0,0,7.37,1,1
Engineering - Civil and Structural,0,3.02,Engineering - Mechanical,0,522.5,0,1,0,0,0,0
Dentistry,2,3.25,Computer Science and Information Systems,0,423.52,0,0,0,8.6,0,1
Earth and Marine Sciences,3,3.54,Biological Sciences,0,0,328.44,0,0,8.69,1,1
Hospitality and Leisure Management,9,3.42,Hospitality and Leisure Management,1,759.94,0,0,0,8.08,1,1
Anthropology,1,3.05,Anthropology,1,0,338.9,0,101.44,7.15,1,1
Marketing,6,3.18,Marketing,1,789.6,0,0,0,8.56,1,0
Engineering - Civil and Structural,7,3.07,Engineering - Civil and Structural,1,769.85,0,1,0,0,1,1
Engineering - Chemical,0,3.14,Engineering - Chemical,1,770.44,0,0,99.76,6.47,1,1
English Language and Literature,3,2.66,Geography,0,0,205.42,0,0,8.61,0,0
Archaeology,0,2.07,Linguistics,1,0,217.05,0,0,7.88,0,0
Communication and Media Studies,2,3.26,Communication and Media Studies,1,756.68,0,1,0,0,1,1
Performing Arts,3,3.88,Performing Arts,1,0,332.33,1,0,0,0,1
Art and Design,10,3.41,Art and Design,1,756.63,0,1,0,0,0,1
Geophysics,3,3.97,Geophysics,1,746.95,0,0,86.79,0,1,1
Data Science,7,3.41,Physics and Astronomy,1,0,329.54,0,106.74,6.57,1,1
Pharmacy and Pharmacology,1,3.86,Pharmacy and Pharmacology,1,0,319.62,0,94.58,8.37,1,0
Dentistry,10,2.45,Hospitality and Leisure Management,1,505.23,0,0,0,7.87,0,0
Social Policy and Administration,6,3.33,Social Policy and Administration,1,0,319.28,1,0,0,0,1
Pharmacy and Pharmacology,5,3.63,Pharmacy and Pharmacology,0,0,328.57,0,0,8.96,1,1
Development Studies,9,3.07,Art and Design,0,323.4,0,0,100.49,0,0,0
Anthropology,4,3.77,Anthropology,1,757.88,0,0,0,7.31,1,1
Nursing,9,3.9,Nursing,1,716.83,0,0,101.94,0,1,1
Data Science,10,3.9,Data Science,1,793.49,315.84,0,90.37,0,1,1
Art History,8,4.0,Art History,1,0,301.94,1,0,0,0,1
Engineering - Chemical,2,2.18,Social Sciences and Management,1,0,186.7,1,0,0,0,0
Engineering - Electrical and Electronic,3,3.97,Engineering - Electrical and Electronic,1,701.11,302.17,0,0,8.56,0,1
Medicine,8,3.18,Engineering - Petroleum,0,0,277.88,0,97.92,6.13,1,1
Hospitality and Leisure Management,2,3.64,Anatomy and Physiology,0,0,308.34,0,100.9,0,1,1
Mathematics,0,3.34,Mathematics,0,0,334.8,0,83.56,8.82,1,0
Development Studies,2,3.44,Development Studies,1,757.22,0,1,0,0,1,1
Engineering - Chemical,9,2.39,Marketing,1,442.68,186.28,0,116.96,0,0,0
Mathematics,5,3.65,Mathematics,0,718.42,0,0,83.25,0,1,1
Mathematics,3,2.9,Engineering - Petroleum,0,505.56,0,1,0,0,0,0
Linguistics,2,2.58,Anatomy and Physiology,0,631.8,0,1,0,0,0,0
Engineering - Mechanical,3,2.39,Life Sciences and Medicine,0,0,232.41,0,85.81,0,0,0
Materials Sciences,10,3.9,Materials Sciences,0,0,333.83,1,0,0,1,1
Art and Design,3,2.23,Engineering - Mineral and Mining,0,0,236.11,0,0,8.07,0,0
Geology,8,3.21,Geology,0,0,327.14,1,0,0,1,1
History,9,3.54,History,1,0,329.49,1,0,0,1,0
Dentistry,1,3.73,Dentistry,1,0,322.83,0,86.9,0,1,1
Business and Management Studies,8,2.93,Economics and Econometrics,1,0,243.78,1,0,0,0,0
Economics and Econometrics,4,3.44,Economics and Econometrics,0,719.66,0,1,0,0,1,1
Data Science,5,3.52,Data Science,0,0,325.33,0,94.87,8.45,1,0
Physics and Astronomy,10,3.5,Physics and Astronomy,1,766.25,0,1,0,0,1,0
Engineering - Electrical and Electronic,10,3.39,Engineering - Electrical and Electronic,1,0,304.35,1,0,0,1,1
Social Sciences and Management,7,3.46,Social Sciences and Management,1,0,322.16,1,0,0,1,0
Life Sciences and Medicine,4,3.89,Life Sciences and Medicine,1,0,310.58,1,0,0,1,1
Engineering - Electrical and Electronic,2,3.91,Engineering - Electrical and Electronic,1,0,316.16,0,115.43,0,1,1
Politics,5,3.73,Politics,1,778.95,0,1,0,0,0,1
Accounting and Finance,3,3.79,Anatomy and Physiology,1,0,309.19,0,0,8.61,0,0
"Theology, Divinity and Religious Studies",5,3.9,Linguistics,1,759.98,0,0,0,6.05,0,1
Materials Sciences,8,2.76,Geophysics,0,0,240.54,0,80.66,0,0,0
Engineering - Mineral and Mining,6,3.3,Engineering - Mineral and Mining,1,756.0,0,1,0,0,0,1
Sociology,4,3.13,Sociology,1,716.62,0,0,0,7.65,1,1
Marketing,5,3.81,Marketing,1,0,304.27,1,0,0,1,1
Engineering - Civil and Structural,2,3.82,Engineering - Civil and Structural,1,0,319.05,0,92.77,7.98,1,1
Medicine,9,3.5,Medicine,1,777.8,309.27,1,0,0,1,1
Computer Science and Information Systems,0,3.93,Geology,1,0,333.7,0,115.01,0,1,1
Art and Design,5,3.91,Art and Design,1,747.25,323.91,0,0,7.42,0,1
Computer Science and Information Systems,7,3.58,Computer Science and Information Systems,1,0,315.36,1,0,0,1,1
Art History,1,2.43,Performing Arts,0,0,226.64,1,0,0,0,0
Biological Sciences,6,3.38,Biological Sciences,0,0,327.3,0,0,8.03,1,1
Development Studies,8,3.17,Life Sciences and Medicine,0,637.37,184.53,1,0,0,1,0
Education and Training,6,2.07,Geography,0,583.49,0,0,98.35,6.43,1,0
Performing Arts,1,3.91,Performing Arts,1,0,313.2,0,95.6,0,1,1
Data Science,1,3.9,Data Science,0,734.71,306.66,0,0,7.98,1,0
Chemistry,4,3.56,Mathematics,1,794.76,321.4,0,0,6.91,1,1
Medicine,4,3.34,Medicine,0,710.26,0,0,0,8.65,1,0
Arts and Humanities,6,3.62,Arts and Humanities,1,0,322.04,1,0,0,1,1
Physics and Astronomy,9,3.2,Physics and Astronomy,1,0,314.06,1,0,0,1,1
Marketing,3,3.28,Marketing,1,759.37,0,1,0,0,0,1
Mathematics,5,2.35,Politics,0,0,241.73,0,89.33,8.83,0,0
Nursing,4,3.58,Nursing,1,795.32,0,1,0,0,1,0
Business and Management Studies,9,3.18,Business and Management Studies,1,767.83,0,1,0,0,1,1
Anatomy and Physiology,1,3.53,Anatomy and Physiology,1,0,321.2,1,0,0,1,1
Hospitality and Leisure Management,3,3.12,Hospitality and Leisure Management,0,707.96,0,0,0,7.95,1,0
Veterinary Science,2,3.97,Veterinary Science,1,0,327.78,0,113.69,7.02,1,1
Biological Sciences,4,3.82,Biological Sciences,1,0,328.88,1,0,0,1,1
Philosophy,1,3.97,Nursing,1,795.09,0,1,0,0,1,0
"Theology, Divinity and Religious Studies",7,3.64,"Theology, Divinity and Religious Studies",0,711.87,312.78,0,0,8.59,1,1
Biological Sciences,1,3.95,Arts and Humanities,1,721.16,335.69,0,92.73,6.17,0,1
Engineering - Petroleum,3,3.61,Engineering - Petroleum,0,759.26,0,1,0,0,1,1
Physics and Astronomy,8,3.21,Physics and Astronomy,0,0,307.71,0,86.27,0,0,0
Medicine,8,3.72,Medicine,1,772.77,0,0,112.0,7.97,1,1
Classics and Ancient History,0,3.75,Classics and Ancient History,1,0,320.58,0,0,6.55,1,1
Economics and Econometrics,5,3.79,Economics and Econometrics,1,772.6,304.14,1,0,0,1,1
Architecture and Built Environment,10,3.56,Architecture and Built Environment,1,0,333.27,1,0,0,1,1
Agriculture and Forestry,2,3.88,Law and Legal Studies,0,770.43,305.86,0,91.36,0,1,1
Engineering and Technology,9,3.95,Economics and Econometrics,1,710.24,305.13,1,0,0,1,1
Sociology,4,3.07,Sociology,1,0,325.73,1,0,0,1,0
History,4,3.72,History,1,740.25,0,1,0,0,1,0
Anatomy and Physiology,6,3.34,Anatomy and Physiology,1,0,315.18,1,0,0,1,1
Architecture and Built Environment,1,3.2,Architecture and Built Environment,1,0,321.69,0,85.75,0,1,1
Anatomy and Physiology,5,3.3,Anatomy and Physiology,1,0,318.86,0,89.38,8.79,1,1
Materials Sciences,2,3.73,Materials Sciences,1,780.08,0,1,0,0,1,1
Accounting and Finance,7,2.03,Engineering - Chemical,1,0,221.89,1,0,0,1,0
Data Science,2,3.03,Data Science,1,0,326.11,1,0,0,1,0
Modern Languages,7,3.41,"Theology, Divinity and Religious Studies",1,748.14,0,0,118.01,7.99,1,1
Engineering - Mechanical,9,3.28,Physics and Astronomy,1,0,250.12,1,0,0,0,1
Anatomy and Physiology,9,3.9,Engineering - Electrical and Electronic,1,739.93,315.55,0,83.06,7.45,1,1
Development Studies,0,2.62,Pharmacy and Pharmacology,0,0,262.39,0,0,6.79,0,0
Architecture and Built Environment,4,3.16,Architecture and Built Environment,1,0,332.86,1,0,0,0,1
Engineering - Mineral and Mining,4,3.57,History,1,783.26,0,1,0,0,0,1
Materials Sciences,5,2.9,Communication and Media Studies,0,539.67,0,0,109.34,0,0,0
Physics and Astronomy,7,3.53,Physics and Astronomy,1,795.15,313.97,0,83.32,8.99,1,1
Performing Arts,3,3.16,Education and Training,1,0,329.5,0,0,7.81,1,1
Engineering - Petroleum,0,3.07,Engineering - Petroleum,1,0,325.74,0,103.4,0,1,0
Archaeology,1,3.57,Archaeology,1,774.4,0,0,0,7.01,1,1
Performing Arts,7,3.81,Performing Arts,0,0,305.05,0,98.32,8.3,1,0
Psychology,10,3.85,Psychology,1,0,323.69,1,0,0,1,1
Social Sciences and Management,4,3.82,Social Sciences and Management,1,782.59,0,0,113.59,0,1,1
Geography,4,2.53,Law and Legal Studies,1,0,261.46,0,116.95,0,1,0
Modern Languages,7,3.86,Modern Languages,0,759.08,302.8,1,0,0,0,1
Economics and Econometrics,1,3.93,Economics and Econometrics,1,0,322.65,0,0,6.79,0,1
Engineering - Mechanical,6,3.37,Engineering - Mechanical,1,759.23,0,0,87.13,0,1,1
Geophysics,8,3.2,Earth and Marine Sciences,1,739.62,0,0,0,6.31,1,0
Engineering and Technology,4,2.3,Performing Arts,0,434.65,229.7,0,88.51,0,0,0
Earth and Marine Sciences,1,2.04,Statistics and Operational Research,0,355.59,0,1,0,0,0,0
Data Science,8,3.76,Data Science,1,0,320.75,1,0,0,1,1
Veterinary Science,2,2.66,Engineering - Mineral and Mining,0,503.71,0,1,0,0,1,0
Nursing,6,3.15,Chemistry,0,565.86,0,1,0,0,0,0
Politics,7,3.44,Politics,0,784.26,0,0,0,8.42,1,0
Architecture and Built Environment,6,3.96,Architecture and Built Environment,1,0,331.77,0,0,8.35,1,1
Politics,7,2.99,Economics and Econometrics,0,0,193.63,1,0,0,0,0
Biological Sciences,4,3.08,Data Science,1,701.34,0,1,0,0,1,1
Art and Design,10,3.45,Art and Design,1,0,306.38,1,0,0,1,1
Sociology,6,3.81,History,1,0,337.39,1,0,0,1,1
Chemistry,9,3.51,Chemistry,1,0,309.31,0,0,7.59,1,1
Life Sciences and Medicine,4,3.11,Life Sciences and Medicine,1,0,328.16,0,0,7.11,1,1
Communication and Media Studies,2,3.83,Communication and Media Studies,1,0,332.56,0,94.11,0,0,0
Marketing,0,3.19,Marketing,0,731.78,0,1,0,0,1,1
Classics and Ancient History,2,3.71,Classics and Ancient History,0,0,327.18,0,0,7.8,1,1
Data Science,8,3.24,Data Science,1,714.99,0,1,0,0,0,1
History,7,3.38,History,1,753.85,0,0,105.44,0,1,1
Politics,0,3.75,Politics,1,777.8,303.56,0,0,6.01,1,0
Sports-Related Subjects,7,3.72,Sports-Related Subjects,1,758.4,311.56,0,0,7.38,1,0
Natural Sciences,0,2.44,Engineering - Chemical,1,346.86,0,0,96.42,0,0,0
Veterinary Science,9,3.52,Veterinary Science,1,714.97,0,1,0,0,1,1
Politics,3,3.46,Politics,1,0,321.76,1,0,0,1,0
Art History,7,2.21,Communication and Media Studies,0,308.09,0,1,0,0,0,0
Social Sciences and Management,1,3.09,Engineering - Mechanical,0,0,208.26,1,0,0,0,1
Earth and Marine Sciences,10,3.49,Earth and Marine Sciences,0,0,331.35,0,87.09,0,1,1
Life Sciences and Medicine,1,3.46,Life Sciences and Medicine,1,0,314.64,0,88.66,0,0,1
Geophysics,6,3.13,Geophysics,1,0,305.12,0,106.61,0,1,1
Business and Management Studies,7,2.91,Engineering and Technology,1,403.7,0,0,118.61,8.65,0,0
Engineering - Mechanical,8,3.46,Communication and Media Studies,0,726.25,312.39,1,0,0,1,1
Geography,4,3.14,Geography,0,753.53,0,1,0,0,1,1
Chemistry,3,3.82,Chemistry,1,0,327.17,0,91.56,0,1,1
Pharmacy and Pharmacology,5,3.59,Pharmacy and Pharmacology,1,0,318.64,1,0,0,1,1
Economics and Econometrics,5,2.06,Engineering and Technology,0,575.67,231.91,0,0,8.4,0,0
History,6,3.98,History,1,713.98,0,0,96.31,6.63,1,0
Engineering - Mechanical,2,3.3,Engineering - Mechanical,1,0,335.61,0,102.24,0,0,1
Politics,10,3.77,Politics,1,756.9,0,1,0,0,1,1
Engineering - Petroleum,1,3.79,Engineering and Technology,0,0,328.68,0,0,7.85,0,1
Economics and Econometrics,0,3.09,Engineering - Civil and Structural,1,0,317.02,0,119.2,0,0,1
Development Studies,9,3.59,Development Studies,1,793.96,0,1,0,0,1,1
"Theology, Divinity and Religious Studies",5,2.55,"Theology, Divinity and Religious Studies",0,0,269.61,1,0,0,0,0
Life Sciences and Medicine,5,3.73,Life Sciences and Medicine,0,760.77,0,1,0,0,1,1
Materials Sciences,1,2.64,Sociology,0,0,206.54,1,0,0,0,1
Computer Science and Information Systems,2,2.3,Life Sciences and Medicine,1,0,266.95,1,0,0,1,0
Social Policy and Administration,2,3.63,Social Policy and Administration,0,721.33,311.22,0,0,6.86,1,1
Physics and Astronomy,8,3.39,Physics and Astronomy,1,0,322.44,1,0,0,0,1
Education and Training,2,3.81,Medicine,1,780.5,315.78,1,0,0,1,0
Engineering - Chemical,2,2.87,Chemistry,0,491.63,252.74,1,0,0,0,0
Engineering - Mineral and Mining,5,3.7,Engineering and Technology,1,703.03,0,0,0,7.37,1,1
Biological Sciences,10,3.01,History,1,0,322.16,1,0,0,0,1
Engineering - Electrical and Electronic,0,3.84,Social Sciences and Management,1,0,327.34,0,117.83,7.28,1,1
Linguistics,4,2.94,Economics and Econometrics,0,0,251.34,0,0,6.69,0,0
Engineering - Electrical and Electronic,2,3.19,Physics and Astronomy,0,0,248.23,0,0,6.7,0,1
Engineering - Mechanical,6,3.36,Engineering - Mechanical,1,0,318.52,1,0,0,1,1
Library and Information Management,9,2.44,Dentistry,0,0,190.7,0,111.42,0,1,1
Computer Science and Information Systems,10,3.73,Geophysics,1,0,330.13,1,0,0,1,1
Sociology,9,3.1,Sociology,0,0,321.97,1,0,0,1,0
Life Sciences and Medicine,5,3.44,Life Sciences and Medicine,1,0,309.14,1,0,0,0,1
Social Sciences and Management,0,2.67,Archaeology,0,0,238.4,1,0,0,1,1
Engineering and Technology,2,3.46,English Language and Literature,1,748.65,311.93,0,0,7.68,1,0
English Language and Literature,10,3.06,English Language and Literature,1,0,320.22,1,0,0,0,0
Philosophy,5,3.83,Philosophy,0,767.12,0,1,0,0,0,1
Engineering - Mineral and Mining,8,3.1,Statistics and Operational Research,1,0,307.86,1,0,0,1,1
"Theology, Divinity and Religious Studies",8,3.5,"Theology, Divinity and Religious Studies",1,797.74,0,0,96.64,0,1,1
Computer Science and Information Systems,5,3.28,Computer Science and Information Systems,1,0,323.15,0,0,6.11,1,1
Engineering - Mechanical,0,3.23,Archaeology,0,0,189.05,0,0,7.05,0,0
Dentistry,2,2.46,Geography,0,303.84,0,0,0,7.63,0,0
Engineering - Mechanical,10,3.59,Engineering - Mechanical,1,762.56,0,0,88.82,0,1,1
Sports-Related Subjects,2,3.97,Sports-Related Subjects,1,777.97,0,0,98.55,0,0,1
Performing Arts,2,3.22,Performing Arts,1,751.62,0,1,0,0,1,0
Agriculture and Forestry,1,2.46,Engineering - Mechanical,0,422.7,0,0,0,7.65,0,1
Mathematics,6,3.94,Mathematics,1,796.19,311.18,0,107.5,0,0,1
Psychology,10,3.38,Psychology,1,773.41,311.26,1,0,0,1,1
Politics,3,3.02,Politics,1,0,304.92,0,93.41,6.91,1,0
Art and Design,9,3.0,Art and Design,1,0,334.91,0,112.11,6.18,1,1
Marketing,2,3.21,Marketing,1,764.83,0,1,0,0,1,1
Hospitality and Leisure Management,5,3.92,Hospitality and Leisure Management,0,0,322.93,0,100.0,0,1,1
Art History,0,2.77,Business and Management Studies,0,469.16,254.54,0,119.24,0,0,1
Engineering - Electrical and Electronic,10,3.13,Engineering - Electrical and Electronic,1,0,337.69,0,0,7.17,0,0
Social Policy and Administration,10,3.45,Archaeology,1,760.94,313.92,1,0,0,1,1
Psychology,8,3.56,Life Sciences and Medicine,1,0,321.49,1,0,0,1,1
Nursing,7,3.41,Architecture and Built Environment,1,0,336.92,0,97.16,0,0,1
Sports-Related Subjects,7,3.81,Sports-Related Subjects,1,760.94,0,0,110.69,0,1,1
Medicine,10,2.64,Nursing,0,0,254.62,1,0,0,0,0
Statistics and Operational Research,10,3.09,Statistics and Operational Research,0,0,328.89,0,0,7.82,1,1
Psychology,2,3.32,Psychology,0,0,334.44,1,0,0,1,1
Engineering - Petroleum,8,2.86,Marketing,0,468.97,0,0,92.2,0,1,0
Classics and Ancient History,0,3.64,Classics and Ancient History,1,0,301.21,1,0,0,1,1
Marketing,7,3.32,Sports-Related Subjects,1,727.17,0,0,0,6.4,1,1
Art and Design,0,3.12,Art and Design,1,0,336.97,1,0,0,1,1
Classics and Ancient History,4,3.25,Classics and Ancient History,1,0,334.88,1,0,0,1,1
Geology,3,3.28,Social Policy and Administration,0,376.76,0,1,0,0,0,0
Engineering - Mineral and Mining,6,3.87,Materials Sciences,1,0,317.94,1,0,0,1,1
Education and Training,3,3.39,Communication and Media Studies,1,0,302.36,1,0,0,1,0
Marketing,10,3.1,Marketing,0,0,317.48,1,0,0,1,0
Art History,8,3.9,Art History,0,0,334.97,1,0,0,0,1
History,9,3.75,History,1,0,300.63,1,0,0,1,1
Psychology,3,3.49,Psychology,0,710.59,0,0,81.68,0,1,1
Engineering - Mechanical,4,3.69,Engineering - Mechanical,1,0,300.48,0,119.02,0,0,0
Classics and Ancient History,9,2.35,Anthropology,0,330.83,0,0,90.41,8.49,1,1
Art and Design,6,4.0,Art and Design,1,781.53,0,1,0,0,1,1
Education and Training,1,3.04,Education and Training,1,0,322.9,0,117.23,0,0,0
Nursing,6,3.92,Nursing,1,753.06,0,1,0,0,0,0
Social Policy and Administration,8,3.34,Social Policy and Administration,1,0,318.8,0,91.44,0,1,1
Geology,4,3.12,Geology,1,763.54,337.45,1,0,0,1,1
Anthropology,4,2.26,Law and Legal Studies,0,543.01,0,0,100.41,8.64,1,1
Arts and Humanities,5,2.33,Engineering - Civil and Structural,0,420.25,236.81,0,0,8.57,0,0
Modern Languages,5,3.45,Modern Languages,1,0,305.16,0,0,7.98,0,1
Computer Science and Information Systems,2,2.06,Biological Sciences,0,364.17,0,1,0,0,0,1
Economics and Econometrics,0,3.97,Statistics and Operational Research,1,0,333.21,0,0,6.15,1,0
Art and Design,5,3.06,Engineering - Mechanical,0,0,210.18,1,0,0,0,0
Pharmacy and Pharmacology,2,3.89,Pharmacy and Pharmacology,1,0,330.65,0,108.86,0,0,1
History,6,3.21,History,1,0,300.51,0,94.69,0,1,1
Natural Sciences,0,3.73,Natural Sciences,0,707.69,329.3,0,112.12,0,0,1
Linguistics,2,3.23,Chemistry,1,304.3,0,1,0,0,1,0
Nursing,5,3.85,Nursing,1,0,311.62,0,0,6.1,1,1
Engineering - Chemical,6,3.25,Engineering - Chemical,1,799.59,0,1,0,0,1,1
Physics and Astronomy,4,3.29,Physics and Astronomy,1,0,314.96,1,0,0,0,1
Communication and Media Studies,1,3.0,Communication and Media Studies,1,0,318.31,1,0,0,1,1
Chemistry,1,3.87,Chemistry,1,0,319.17,0,81.67,6.72,1,1
Chemistry,8,2.56,Computer Science and Information Systems,1,453.72,0,0,97.7,8.86,0,1
Law and Legal Studies,6,2.2,Anatomy and Physiology,0,0,257.56,1,0,0,0,0
Engineering - Petroleum,2,3.61,Engineering - Petroleum,0,743.64,310.22,1,0,0,1,1
Nursing,5,3.5,Nursing,1,720.15,0,0,84.26,0,1,1
Social Sciences and Management,3,3.32,Social Sciences and Management,1,0,331.4,1,0,0,1,1
Communication and Media Studies,10,2.56,Social Sciences and Management,0,641.84,0,1,0,0,0,0
Mathematics,6,3.86,Development Studies,1,762.86,0,0,117.71,0,0,1
Development Studies,10,3.24,Engineering - Mineral and Mining,1,0,320.17,1,0,0,1,1
Archaeology,0,3.8,Archaeology,0,748.08,0,1,0,0,1,1
Sports-Related Subjects,3,3.41,Sports-Related Subjects,1,0,303.45,1,0,0,0,1
Law and Legal Studies,8,2.37,Accounting and Finance,0,422.88,218.76,0,0,8.04,0,0
Medicine,2,3.38,Medicine,1,757.04,316.53,1,0,0,1,1
Chemistry,0,3.97,Chemistry,1,0,320.69,0,98.3,0,1,1
Geophysics,1,3.76,Geophysics,1,0,335.22,0,105.19,6.37,1,1
Pharmacy and Pharmacology,2,3.78,Life Sciences and Medicine,1,0,330.45,1,0,0,1,1
Anthropology,8,3.64,Economics and Econometrics,1,774.87,0,0,0,7.09,1,0
Engineering and Technology,8,3.74,Geology,1,0,300.36,1,0,0,1,0
Psychology,1,3.45,Psychology,0,0,328.61,1,0,0,1,0
Art and Design,3,3.44,Art and Design,1,786.17,0,0,114.03,0,1,0
Modern Languages,5,3.87,Modern Languages,0,776.09,314.8,1,0,0,1,0
Arts and Humanities,4,3.58,Arts and Humanities,1,0,325.28,1,0,0,1,1
Arts and Humanities,4,2.63,Business and Management Studies,1,441.99,275.79,1,0,0,0,0
Law and Legal Studies,1,2.16,Engineering - Petroleum,0,381.79,186.64,1,0,0,0,0
Philosophy,3,3.18,Philosophy,0,0,315.77,0,0,6.71,1,1
Materials Sciences,9,3.96,Classics and Ancient History,1,782.72,0,0,84.5,0,1,1
Economics and Econometrics,2,2.1,English Language and Literature,1,368.49,0,0,90.83,8.39,1,0
Geography,4,3.6,Geography,0,786.2,0,0,86.41,7.61,1,1
Social Policy and Administration,0,3.67,Social Policy and Administration,1,799.24,322.34,0,95.99,0,1,1
Geography,2,3.65,Geography,1,0,327.44,1,0,0,0,1
Engineering and Technology,10,3.41,Geology,1,723.12,0,1,0,0,1,0
Materials Sciences,2,3.81,Materials Sciences,1,0,300.39,1,0,0,1,1
Economics and Econometrics,7,3.6,Economics and Econometrics,1,747.62,335.22,1,0,0,1,0
Philosophy,5,3.54,Philosophy,1,0,311.72,1,0,0,1,1
Engineering - Civil and Structural,2,3.16,Engineering - Civil and Structural,1,0,326.93,1,0,0,1,1
